numero_section	nom_section	contexte_1	contexte_2	classe	notes
1151	Substances et mélanges particuliers (emploi ou stockage de ou à base de)	Dérivés alkylés du plomb	Supérieure ou égale à 500 kg, mais inférieure à 5 t	2ème classe	La quantité totale de l’une de ces substances et mélanges en contenant susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’une de ces substances et mélanges en contenant susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant :
1151	Substances et mélanges particuliers (emploi ou stockage de ou à base de)	Diisocyanate de toluylène	Supérieure ou égale à 10 t,	1ère classe	La quantité totale de l’une de ces substances et mélanges en contenant susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’une de ces substances et mélanges en contenant susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant :
1151	Substances et mélanges particuliers (emploi ou stockage de ou à base de)	Diisocyanate de toluylène	Supérieure ou égale à 500 kg, mais inférieure à 10 t	2ème classe	La quantité totale de l’une de ces substances et mélanges en contenant susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’une de ces substances et mélanges en contenant susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant :
1151	Substances et mélanges particuliers (emploi ou stockage de ou à base de)	Polychlorodibenzofuranes et polychlorodibenzodioxines (y compris TCDD) calculées en équivalent TCDD, tétraméthylène disulfotétramine.	Supérieure ou égale à 200 g,	1ère classe	La quantité totale de l’une de ces substances et mélanges en contenant susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’une de ces substances et mélanges en contenant susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant :
1151	Substances et mélanges particuliers (emploi ou stockage de ou à base de)	Polychlorodibenzofuranes et polychlorodibenzodioxines (y compris TCDD) calculées en équivalent TCDD, tétraméthylène disulfotétramine.	Supérieure ou égale à 10 g, mais inférieure à 200 g	2ème classe	La quantité totale de l’une de ces substances et mélanges en contenant susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’une de ces substances et mélanges en contenant susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant : | La quantité totale de ce produit susceptible d’être présente dans l’installation étant : | La quantité totale de l’un de ces produits susceptible d’être présente dans l’installation étant :
1156	Oxydes d’azote autres que l’hémioxydes d’azote (emploi ou stockage des - ). La quantité totale susceptible d'être présente dans l'installation étant :		supérieure à 2 000 kg	1ère classe	
1156	Oxydes d’azote autres que l’hémioxydes d’azote (emploi ou stockage des - ). La quantité totale susceptible d'être présente dans l'installation étant :		supérieure à 200 kg, mais inférieure ou égale à 2 000 kg	2ème classe	
1157	Trioxyde de soufre (emploi ou stockage de), lorsque la quantité totale susceptible d'être présente dans l'installation est :		supérieure ou égale à 100 kg	1ère classe	
1157	Trioxyde de soufre (emploi ou stockage de), lorsque la quantité totale susceptible d'être présente dans l'installation est :		supérieure ou égale à 20 kg mais inférieure à 100 kg	2ème classe	
1158	Diisocyanate de diphénylméthane (MDI) (fabrication industrielle, emploi ou stockage de)	Fabrication industrielle		1ère classe	
1158	Diisocyanate de diphénylméthane (MDI) (fabrication industrielle, emploi ou stockage de)	Emploi ou stockage. La quantité totale susceptible d'être présente dans l'installation étant :	supérieure à 20 t	1ère classe	
1158	Diisocyanate de diphénylméthane (MDI) (fabrication industrielle, emploi ou stockage de)	Emploi ou stockage. La quantité totale susceptible d'être présente dans l'installation étant :	. supérieure à 2 t, mais inférieure ou égale à 20 t	2ème classe	
1171	Dangereux pour l'environnement - A et/ou B-, très toxiques et/ou toxiques pour les organismes aquatiques (Fabrication industrielle de substances), telles que définies à la rubrique 1 000, à l'exclusion de celles visées nominativement ou par famille par d'autres rubriques :	Substances très toxiques (A) pour les organismes aquatiques. Quelle que soit la quantité totale susceptible d'être présente dans l'installation :		1ère classe	
1171	Dangereux pour l'environnement - A et/ou B-, très toxiques et/ou toxiques pour les organismes aquatiques (Fabrication industrielle de substances), telles que définies à la rubrique 1 000, à l'exclusion de celles visées nominativement ou par famille par d'autres rubriques :	Substances toxiques (B) pour les organismes aquatiques. Quelle que soit la quantité totale susceptible d'être présente dans l'installation :		1ère classe	
1172	Dangereux pour l'environnement - A -, très toxiques pour les organismes aquatiques (Stockage et emploi de substances), telles que définies à la rubrique 1000, à l'exclusion de celles visées nominativement ou par famille par d'autres rubriques. La quantité totale susceptible d'être présente dans l'installation étant		Supérieure ou égale à 200 t	1ère classe	
1172	Dangereux pour l'environnement - A -, très toxiques pour les organismes aquatiques (Stockage et emploi de substances), telles que définies à la rubrique 1000, à l'exclusion de celles visées nominativement ou par famille par d'autres rubriques. La quantité totale susceptible d'être présente dans l'installation étant		Supérieure ou égale à 20 t, mais inférieure à 200 t	2ème classe	
1173	Dangereux pour l'environnement - B -, toxiques pour les organismes aquatiques (Stockage et emploi de substances), telles que définies à la rubrique 1000, à l'exclusion de celles visées nominativement ou par famille par d'autres rubriques		Supérieure ou égale à 200 t	1ère classe	La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant :
1173	Dangereux pour l'environnement - B -, toxiques pour les organismes aquatiques (Stockage et emploi de substances), telles que définies à la rubrique 1000, à l'exclusion de celles visées nominativement ou par famille par d'autres rubriques		Supérieure ou égale à 100 t, mais inférieure à 200 t	2ème classe	La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant :
1174	Organohalogénés, organophosphorés, organostanniques (fabrication industrielle de composés)			1ère classe	
1175	Organohalogénés (emploi ou stockage de liquides) pour la mise en solution, l'extraction, etc., à l'exclusion du nettoyage à sec visé par la rubrique 2345, du nettoyage, dégraissage, décapage de surfaces visées par la rubrique 2564		Supérieure à 1 500 l	1ère classe	La quantité totale de liquides organohalogénés susceptible d'être présente dans l'installation étant : | La quantité totale de liquides organohalogénés susceptible d'être présente dans l'installation étant :
1175	Organohalogénés (emploi ou stockage de liquides) pour la mise en solution, l'extraction, etc., à l'exclusion du nettoyage à sec visé par la rubrique 2345, du nettoyage, dégraissage, décapage de surfaces visées par la rubrique 2564		Supérieure à 200 l, mais inférieure ou égale à 1 500 l	2ème classe	La quantité totale de liquides organohalogénés susceptible d'être présente dans l'installation étant : | La quantité totale de liquides organohalogénés susceptible d'être présente dans l'installation étant :
1176	Antimoine, argent, baryum, bore, cadmium, chrome, cobalt, cuivre, étain, molybdène, nickel, plomb, tellure, titane, vanadium, zinc (fabrication industrielle de composés d'- )			1ère classe	Exclus de cette rubrique | les composés organostanniques.
1177	Mercuriels (Utilisation de catalyseurs) dans des procédés industriels.			1ère classe	
1180	Polychlorobiphényles (PCB), polychloroterphényles (PCT).	Utilisation de composants, appareils et matériels imprégnés ou stockage de produits neufs contenant plus de 30 litres de produits.		2ème classe	
1180	Polychlorobiphényles (PCB), polychloroterphényles (PCT).	Mise en oeuvre dans les composants et appareils imprégnés. La quantité totale susceptible d'être présente dans l'installation étant	supérieure à 1 000 litres	1ère classe	
1180	Polychlorobiphényles (PCB), polychloroterphényles (PCT).	Mise en oeuvre dans les composants et appareils imprégnés. La quantité totale susceptible d'être présente dans l'installation étant	supérieure à 100 litres, mais inférieure ou égale à 1 000 litres	2ème classe	
1180	Polychlorobiphényles (PCB), polychloroterphényles (PCT).	Réparation, récupération, décontamination, démontage de composants, appareils et matériels imprégnés, hors du lieu de service lorsque la quantité de produits est supérieure à 50 litres		1ère classe	
1185	Chlorofluorocarbures, halons et autres carbures et hydrocarbures halogénés	Conditionnement de fluides et mise en oeuvre telle que fabrication de mousses, etc. à l'exclusion du nettoyage à sec de produits textiles visé par la rubrique 2345 et du « nettoyage, dégraissage, décapage de surfaces visées par la rubrique 2564 ».	supérieure à 800 l	1ère classe	La quantité de fluide susceptible d'être présente dans l'installation étant : | La quantité de fluide susceptible d'être présente dans l'installation étant : | La quantité de fluide susceptible d'être présente dans l'installation étant :
1185	Chlorofluorocarbures, halons et autres carbures et hydrocarbures halogénés	Conditionnement de fluides et mise en oeuvre telle que fabrication de mousses, etc. à l'exclusion du nettoyage à sec de produits textiles visé par la rubrique 2345 et du « nettoyage, dégraissage, décapage de surfaces visées par la rubrique 2564 ».	supérieure à 80 l, mais inférieure ou égale à 800 l	2ème classe	La quantité de fluide susceptible d'être présente dans l'installation étant : | La quantité de fluide susceptible d'être présente dans l'installation étant : | La quantité de fluide susceptible d'être présente dans l'installation étant :
1185	Chlorofluorocarbures, halons et autres carbures et hydrocarbures halogénés	Composants et appareils clos en exploitation, dépôts de produits neufs ou régénérés, à l'exception des appareils de compression et de réfrigération visés par la rubrique 2920	supérieure à 800 l de capacité unitaire sauf installations d'extinction	2ème classe	La quantité de fluide susceptible d'être présente dans l'installation étant : | La quantité de fluide susceptible d'être présente dans l'installation étant : | La quantité de fluide susceptible d'être présente dans l'installation étant : | La quantité de fluide susceptible d'être présente dans l'installation étant :
1185	Chlorofluorocarbures, halons et autres carbures et hydrocarbures halogénés	Composants et appareils clos en exploitation, dépôts de produits neufs ou régénérés, à l'exception des appareils de compression et de réfrigération visés par la rubrique 2920	supérieure à 200 kg dans les installations d'extinction	2ème classe	La quantité de fluide susceptible d'être présente dans l'installation étant : | La quantité de fluide susceptible d'être présente dans l'installation étant : | La quantité de fluide susceptible d'être présente dans l'installation étant : | La quantité de fluide susceptible d'être présente dans l'installation étant :
1185	Chlorofluorocarbures, halons et autres carbures et hydrocarbures halogénés	Régénération des fluides et recyclage des halons, sur site de traitement		1ère classe	La quantité de fluide susceptible d'être présente dans l'installation étant : | La quantité de fluide susceptible d'être présente dans l'installation étant : | La quantité de fluide susceptible d'être présente dans l'installation étant : | La quantité de fluide susceptible d'être présente dans l'installation étant :
1190	Substances et préparations très toxiques ou toxiques (emploi ou stockage de - ) dans les cas non visés par les rubriques 1111 à 1185.	La quantité totale de substances et préparations très toxiques ou toxiques, y compris des substances toxiques particulières visées par la rubrique 1150, susceptible d'être présente dans l'installation étant supérieure à 100 kg		2ème classe	Nota : | Cette rubrique couvre les installations non visées spécifiquement par d'autres rubriques. Il s'agit, pour l'essentiel, d'activités non industrielles d'emploi et / ou de stockage (laboratoires d'analyse, de recherche, unités pilote ou dépôts annexes à ces activités) qui présentent néanmoins des risques pour l'environnement au regard de l'accumulation
1190	Substances et préparations très toxiques ou toxiques (emploi ou stockage de - ) dans les cas non visés par les rubriques 1111 à 1185.	La quantité totale des substances et préparations toxiques particulières visées à la rubrique 1150-1 susceptible d'être présente dans l'installation étant supérieure à 1 kg		2ème classe	Nota : | Cette rubrique couvre les installations non visées spécifiquement par d'autres rubriques. Il s'agit, pour l'essentiel, d'activités non industrielles d'emploi et / ou de stockage (laboratoires d'analyse, de recherche, unités pilote ou dépôts annexes à ces activités) qui présentent néanmoins des risques pour l'environnement au regard de l'accumulation
1190	Substances et préparations très toxiques ou toxiques (emploi ou stockage de - ) dans les cas non visés par les rubriques 1111 à 1185.	La quantité totale des substances et préparations toxiques particulières visées à la rubrique 1150-2 susceptible d'être présente dans l'installation étant supérieure à 10 kg		2ème classe	Nota : | Cette rubrique couvre les installations non visées spécifiquement par d'autres rubriques. Il s'agit, pour l'essentiel, d'activités non industrielles d'emploi et / ou de stockage (laboratoires d'analyse, de recherche, unités pilote ou dépôts annexes à ces activités) qui présentent néanmoins des risques pour l'environnement au regard de l'accumulation
1200	Comburants (fabrication, emploi ou stockage de substances ou préparations) telles que définies à la rubrique 1000		supérieure à 50 tonnes	1ère classe	"B - Emploi ou stockage. | La quantité totale susceptible d'être présente dans l'installation étant : | B - Emploi ou stockage. | La quantité totale susceptible d'être présente dans l'installation étant : | Nota | Pour les solutions de peroxyde d'hydrogène, on considère les quantités d'eau oxygénée contenues. | Exclus de cette rubrique | Les substances visées nominativement ou par famille par d'autres rubriques. | Les peroxydes organiques et les préparations en contenant sont répartis en trois catégories de risques : | Catégorie 1 - produits présentant un risque d'explosion violente (détonation ou forte déflagration) ; | Catégorie 2 - produits présentant un risque de déflagration modérée ; | Catégorie 3 - produits susceptibles d'inflammation sans risque de déflagration."
1200	Comburants (fabrication, emploi ou stockage de substances ou préparations) telles que définies à la rubrique 1000		supérieure à 1 tonne, mais inférieure ou égale à 50 tonnes	2ème classe	"B - Emploi ou stockage. | La quantité totale susceptible d'être présente dans l'installation étant : | B - Emploi ou stockage. | La quantité totale susceptible d'être présente dans l'installation étant : | Nota | Pour les solutions de peroxyde d'hydrogène, on considère les quantités d'eau oxygénée contenues. | Exclus de cette rubrique | Les substances visées nominativement ou par famille par d'autres rubriques. | Les peroxydes organiques et les préparations en contenant sont répartis en trois catégories de risques : | Catégorie 1 - produits présentant un risque d'explosion violente (détonation ou forte déflagration) ; | Catégorie 2 - produits présentant un risque de déflagration modérée ; | Catégorie 3 - produits susceptibles d'inflammation sans risque de déflagration."
1211	Fabrication des peroxydes organiques			1ère classe	
1212	Peroxydes organiques et préparations en contenant (emploi ou stockage de - ) La quantité totale susceptible d’être présente dans l’installation étant	de la catégorie de risque 2 :	supérieure 500 kg	1ère classe	Nota : | - Les peroxydes et les préparations en contenant ne présentant aucun des risques ci-dessus énumérés sont visés par la rubrique 1200 (substances et préparations comburantes). | - Lorsqu’un atelier ou dépôt contient des produits appartenant à plusieurs catégories, son classement sera effectué en assimilant les produits entreposés, dans leur totalité, à la catégorie de risques présentant le plus grand danger.
1212	Peroxydes organiques et préparations en contenant (emploi ou stockage de - ) La quantité totale susceptible d’être présente dans l’installation étant	de la catégorie de risque 2 :	supérieure 30 kg, mais inférieure ou égale à 500 kg	2ème classe	Nota : | - Les peroxydes et les préparations en contenant ne présentant aucun des risques ci-dessus énumérés sont visés par la rubrique 1200 (substances et préparations comburantes). | - Lorsqu’un atelier ou dépôt contient des produits appartenant à plusieurs catégories, son classement sera effectué en assimilant les produits entreposés, dans leur totalité, à la catégorie de risques présentant le plus grand danger.
1212	Peroxydes organiques et préparations en contenant (emploi ou stockage de - ) La quantité totale susceptible d’être présente dans l’installation étant	de la catégorie de risques 3 :	supérieure à 1 000 kg	1ère classe	Nota : | - Les peroxydes et les préparations en contenant ne présentant aucun des risques ci-dessus énumérés sont visés par la rubrique 1200 (substances et préparations comburantes). | - Lorsqu’un atelier ou dépôt contient des produits appartenant à plusieurs catégories, son classement sera effectué en assimilant les produits entreposés, dans leur totalité, à la catégorie de risques présentant le plus grand danger.
1212	Peroxydes organiques et préparations en contenant (emploi ou stockage de - ) La quantité totale susceptible d’être présente dans l’installation étant	de la catégorie de risques 3 :	supérieure à 60 kg, mais inférieure ou égale à 1 000 kg	2ème classe	Nota : | - Les peroxydes et les préparations en contenant ne présentant aucun des risques ci-dessus énumérés sont visés par la rubrique 1200 (substances et préparations comburantes). | - Lorsqu’un atelier ou dépôt contient des produits appartenant à plusieurs catégories, son classement sera effectué en assimilant les produits entreposés, dans leur totalité, à la catégorie de risques présentant le plus grand danger.
1220	Oxygène liquide (Stockage ou utilisation d’) lorsque la quantité totale susceptible d’être présente dans l’établissement est		supérieure ou égale à 10 tonnes	1ère classe	
1220	Oxygène liquide (Stockage ou utilisation d’) lorsque la quantité totale susceptible d’être présente dans l’établissement est		supérieure ou égale à 0,5 tonne mais inférieure à 10 tonnes	2ème classe	
1230	Nitrate de potassium : engrais composés à base de nitrate de potassium (stockage de).	Constitués de nitrate de potassium sous forme de granules et de microgranules.	supérieure ou égale à 5000 tonnes	1ère classe	La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant :
1230	Nitrate de potassium : engrais composés à base de nitrate de potassium (stockage de).	Constitués de nitrate de potassium sous forme de granules et de microgranules.	supérieure à 1250 tonnes mais inférieure à 5000 tonnes	2ème classe	La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant :
1230	Nitrate de potassium : engrais composés à base de nitrate de potassium (stockage de).	Constitués de nitrate de potassium sous forme cristalline.	supérieure ou égale à 1 250 t	1ère classe	La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant :
1230	Nitrate de potassium : engrais composés à base de nitrate de potassium (stockage de).	Constitués de nitrate de potassium sous forme cristalline.	supérieure ou égale à 500 t, mais inférieure à 1 250 t	2ème classe	La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant : | La quantité totale susceptible d'être présente dans l'installation étant :
1310	Produits explosifs (fabrication, chargement, encartouchage, conditionnement (1) de, études et recherches, essais, montage, assemblage, mise en liaison électrique ou pyrotechnique de et travail mécanique sur)	Fabrication industrielle par transformation chimique.		1ère classe	La quantité totale de matière active (2) susceptible d'être présente dans l'installation étant : | Nota : | (1) Les opérations de manipulation, manutention, conditionnement, reconditionnement, mise au détail ou distribution réalisées dans les espaces de vente des établissements recevant du public sont exclues. | (2) la quantité de matière active à retenir tient compte des produits intermédiaires, des en-cours et des déchets dont la présence dans l’installation s’avère connexe à l’activité de fabrication. | (3) les autres fabrications concernent les fabrications par procédé non chimique, c’est à dire par mélange physique de produits non explosifs ou non prévus pour être explosif. | (4) La quantité de matière active à prendre en compte est la quantité d’explosif
1310	Produits explosifs (fabrication, chargement, encartouchage, conditionnement (1) de, études et recherches, essais, montage, assemblage, mise en liaison électrique ou pyrotechnique de et travail mécanique sur)	Autres fabrications (3), chargement, encartouchage, conditionnement (1) de, études et recherches, essais, montage, assemblage, mise en liaison électrique ou pyrotechnique de et travail mécanique sur, à l’exclusion des opérations effectuées sur le lieu d’utilisation en vue de celle-ci.	supérieure à 100 kg	1ère classe	La quantité totale de matière active (2) susceptible d'être présente dans l'installation étant : | La quantité totale de matière active (2) susceptible d'être présente dans l'installation étant : | Nota : | (1) Les opérations de manipulation, manutention, conditionnement, reconditionnement, mise au détail ou distribution réalisées dans les espaces de vente des établissements recevant du public sont exclues. | (2) la quantité de matière active à retenir tient compte des produits intermédiaires, des en-cours et des déchets dont la présence dans l’installation s’avère connexe à l’activité de fabrication. | (3) les autres fabrications concernent les fabrications par procédé non chimique, c’est à dire par mélange physique de produits non explosifs ou non prévus pour être explosif. | (4) La quantité de matière active à prendre en compte est la quantité d’explosif
1310	Produits explosifs (fabrication, chargement, encartouchage, conditionnement (1) de, études et recherches, essais, montage, assemblage, mise en liaison électrique ou pyrotechnique de et travail mécanique sur)	Autres fabrications (3), chargement, encartouchage, conditionnement (1) de, études et recherches, essais, montage, assemblage, mise en liaison électrique ou pyrotechnique de et travail mécanique sur, à l’exclusion des opérations effectuées sur le lieu d’utilisation en vue de celle-ci.	inférieure à 100 kg	2ème classe	La quantité totale de matière active (2) susceptible d'être présente dans l'installation étant : | La quantité totale de matière active (2) susceptible d'être présente dans l'installation étant : | Nota : | (1) Les opérations de manipulation, manutention, conditionnement, reconditionnement, mise au détail ou distribution réalisées dans les espaces de vente des établissements recevant du public sont exclues. | (2) la quantité de matière active à retenir tient compte des produits intermédiaires, des en-cours et des déchets dont la présence dans l’installation s’avère connexe à l’activité de fabrication. | (3) les autres fabrications concernent les fabrications par procédé non chimique, c’est à dire par mélange physique de produits non explosifs ou non prévus pour être explosif. | (4) La quantité de matière active à prendre en compte est la quantité d’explosif
1310	Produits explosifs (fabrication, chargement, encartouchage, conditionnement (1) de, études et recherches, essais, montage, assemblage, mise en liaison électrique ou pyrotechnique de et travail mécanique sur)	Fabrication d’explosif en unité mobile. La quantité totale de matière active susceptible d’être présente dans l’installation étant (4) :	supérieure à 100 kg	1ère classe	La quantité totale de matière active (2) susceptible d'être présente dans l'installation étant : | La quantité totale de matière active (2) susceptible d'être présente dans l'installation étant : | Nota : | (1) Les opérations de manipulation, manutention, conditionnement, reconditionnement, mise au détail ou distribution réalisées dans les espaces de vente des établissements recevant du public sont exclues. | (2) la quantité de matière active à retenir tient compte des produits intermédiaires, des en-cours et des déchets dont la présence dans l’installation s’avère connexe à l’activité de fabrication. | (3) les autres fabrications concernent les fabrications par procédé non chimique, c’est à dire par mélange physique de produits non explosifs ou non prévus pour être explosif. | (4) La quantité de matière active à prendre en compte est la quantité d’explosif
1310	Produits explosifs (fabrication, chargement, encartouchage, conditionnement (1) de, études et recherches, essais, montage, assemblage, mise en liaison électrique ou pyrotechnique de et travail mécanique sur)	Fabrication d’explosif en unité mobile. La quantité totale de matière active susceptible d’être présente dans l’installation étant (4) :	inférieure à 100 kg	2ème classe	La quantité totale de matière active (2) susceptible d'être présente dans l'installation étant : | La quantité totale de matière active (2) susceptible d'être présente dans l'installation étant : | Nota : | (1) Les opérations de manipulation, manutention, conditionnement, reconditionnement, mise au détail ou distribution réalisées dans les espaces de vente des établissements recevant du public sont exclues. | (2) la quantité de matière active à retenir tient compte des produits intermédiaires, des en-cours et des déchets dont la présence dans l’installation s’avère connexe à l’activité de fabrication. | (3) les autres fabrications concernent les fabrications par procédé non chimique, c’est à dire par mélange physique de produits non explosifs ou non prévus pour être explosif. | (4) La quantité de matière active à prendre en compte est la quantité d’explosif
1311	Poudres, explosifs et autres produits explosifs (stockage de - ). La quantité totale de matière active susceptible d’être présente dans l’installation étant :		supérieure à 2 000 kg	1ère classe	Nota | L’utilisation des poudres, explosifs et autres produits explosifs pour des opérations d’extraction, ou délitement de roches ne sont pas soumis à cette rubrique de classement.
1311	Poudres, explosifs et autres produits explosifs (stockage de - ). La quantité totale de matière active susceptible d’être présente dans l’installation étant :		supérieure à 500 kg, mais inférieure ou égale à 2 000 kg	2ème classe	Nota | L’utilisation des poudres, explosifs et autres produits explosifs pour des opérations d’extraction, ou délitement de roches ne sont pas soumis à cette rubrique de classement.
1313	Produits explosifs (tri ou destruction de matières, objets et munitions et engins hors des lieux de découverte)			1ère classe	
